Fecha;Potencia_Molino;Velocidad_Molino;Bajotamano_Harneros_Humedos;P80_Molienda;Nivel_Cajon_Molienda;Alim_BHC_tph;Alim_BHC_m3h;Densidad_Alimentacion_BHC;Presion_Alim_BHC;Ciclones_Abiertos;Cp_Alim_BHC;Cp_OF_BHC;CC;Agua_Proceso_Total
44764.16667;16.07;11.89;1739.49;141.5;84.27;20649.2;11680.6;1.77;70.2;11;68.7;28.1;716.1;552.2
44764.20833;16.08;11.92;1684.27;145.52;86.22;20739.1;11719.1;1.77;70.1;11;68.8;29.2;747.5;551.9
44764.25;16.04;11.91;1737.21;151.86;85.67;20937.2;11818.3;1.77;71;11;68.9;31.8;730.4;552.3
44764.29167;16.04;11.9;1783.24;150.67;82;20801.1;11748.1;1.77;71;11;68.8;31.8;703;552.3
44764.33333;16;11.88;1791.42;138.06;86.37;20913.3;11807.7;1.77;71.3;11;68.9;30.8;704.1;552.5
44764.375;15.92;11.9;1772.38;156.59;82.2;21147.8;11872.4;1.76;73;11;69.4;32.3;727.8;516.8
44764.41667;15.93;11.88;1902.19;140.69;79.67;21113.5;11878.4;1.75;74.3;11;69.2;31.8;668.1;501.8
44764.45833;16.03;11.9;1950.23;136.6;84.41;20970.6;11815.5;1.74;74.3;11;69;32.7;642.4;493.8
44764.5;16.83;11.9;1324;138.14;81.61;17023.6;10008.4;1.69;65.4;8.5;65.1;33.4;1030.4;483.5
44764.54167;16.46;11.91;2060.8;99.58;79.74;18786.2;10805.8;1.74;65.2;10.9;67.2;31.5;512.3;477.4
44764.58333;16.32;11.88;1985.28;136.56;79.96;19574.4;11149.6;1.75;66.5;11;68;32.4;571.3;474.5
44764.625;16.22;11.89;2045.05;125.51;79.74;19897.7;11369.7;1.76;68;11;67.8;32.8;559.6;471.6
44764.66667;16.25;11.89;2062.33;114.05;80.27;19800.4;11343.4;1.76;67;11;67.5;32.2;548.6;471.8
44764.70833;16.38;11.89;2041.6;131.59;79.82;19250.3;11027.7;1.77;64.5;11;67.5;32.1;536.9;473.7
44764.75;16.31;11.89;2037.53;131.85;79.85;19523;11225.3;1.77;66.2;11;67.2;31.7;544.1;470.7
44764.79167;16.11;11.89;2216.2;139.49;80.34;20242.3;11515.8;1.77;68;11;68.2;33.2;522.8;474
44764.83333;16.08;11.9;2199.92;143.26;82.91;20602;11615.4;1.78;68.5;11;69;33.9;546.2;479
44764.875;16.01;11.9;2003.78;147.97;88.88;20866.6;11749.6;1.78;70;11;69.1;32.8;620.7;476.1
44764.91667;16.12;11.9;1913.98;150.88;84.39;20807.1;11731.6;1.78;70;11;69;33.3;650;479.5
44764.95833;16.17;11.91;2025.03;152.82;80.29;20840.5;11758.5;1.78;70.6;11;68.9;33.8;610;479.4
44765;16.02;11.91;2199.79;147.82;80.86;20778.8;11703;1.78;69.7;11;69.1;33.7;552.6;500.4
44765.04167;16.12;11.9;2122.35;138.34;88.32;20624.9;11633.6;1.78;69.2;11;68.9;33.2;570.5;524.3
44765.08333;16.05;11.93;1857.44;137.22;83.4;20687.9;11746.2;1.77;69;11;68.3;31.9;662.3;525.9
44765.125;15.98;11.92;2021.34;126.07;80.17;20703.2;11796.4;1.77;69.2;11;68;29.7;597.4;525.2
44765.16667;15.99;11.91;2167.11;132.05;80.01;20746.2;11799.1;1.77;69.1;11;68.2;28.1;553.3;523.7
44765.20833;15.97;11.9;2267.02;148.48;80.2;20957.4;11838.4;1.77;69.1;11;68.8;26.2;536.2;525
44765.25;15.9;11.88;2253.21;153.27;80.31;21108.9;11855.5;1.77;69;11;69.3;33.6;549.5;526.5
44765.29167;15.9;11.87;2309.47;164.42;80.35;21258.8;11907.2;1.77;69.1;11;69.6;34.4;540.4;524.8
44765.33333;15.95;11.88;2375.79;178.04;83.51;21195.7;11890.9;1.77;69.2;11;69.4;34.8;519.5;525.9
44765.375;15.97;11.9;2381.37;190.29;85.73;21179.3;11885.1;1.78;69.1;11;69.4;34.8;517.2;530.6
44765.41667;15.99;11.92;2312.59;181.82;86.76;21121.8;11856.9;1.78;69.1;11;69.4;34.6;533.7;545.2
44765.45833;15.98;11.91;2246.4;173.13;84.63;21123.5;11867.6;1.78;69.8;11;69.3;34.1;551.7;548.6
44765.5;15.88;11.93;2200.63;177.61;83.23;21249.1;11906.9;1.78;69.8;11;69.5;33.5;571.5;547.1
44765.54167;15.86;11.89;2161.67;155.02;85.28;21123.3;11834;1.78;69.3;11;69.5;33.1;579.6;547.6
44765.58333;15.88;11.91;2061.57;169.59;87.39;21039.6;11778.7;1.78;69;11;69.6;32;610.8;544.2
44765.625;15.88;11.91;1940.18;164.27;85.78;21023.1;11778.1;1.78;68.9;11;69.6;31.5;653.6;552.4
44765.66667;15.98;11.91;1964.62;168.89;81.89;20838.7;11689.1;1.78;69;11;69.4;32.1;636.9;554.1
44765.70833;15.92;11.9;2031.32;160.07;78.51;20998.1;11781.1;1.78;68.8;11;69.4;32.3;617.8;551.7
44765.75;15.88;11.88;2027.19;165.14;80.09;20902.5;11753.9;1.78;69;11;69.2;31.3;613.9;548.4
44765.79167;15.86;11.9;2071.74;167.39;80.05;20891.6;11744.7;1.78;69;11;69.3;31.3;598.3;547.5
44765.83333;15.78;11.91;2071.06;173.8;80.05;21257.6;11925.8;1.78;69.2;11;69.4;31.6;612.7;549.7
44765.875;15.79;11.93;2092.25;186.55;80.05;21261.5;11926.7;1.78;69;11;69.4;31.7;605.7;554.7
44765.91667;15.76;11.89;2102.05;194.12;80.08;21263.9;11918.3;1.78;69;11;69.5;31.2;603.1;556.4
44765.95833;15.86;11.91;2131.83;192.87;79.82;21200.2;11910.5;1.78;69.1;11;69.3;32.8;589.5;553.6
44766;16.01;11.91;2216.74;191.29;79.95;20992.8;11833.8;1.77;69;11;69;33.6;553.4;551.4
44766.04167;16.05;11.91;2188.61;170.38;79.84;20866.6;11826.4;1.77;69.1;11;68.5;32.9;553.3;548.4
44766.08333;16.11;11.91;2182.91;160.38;80.01;20710.2;11780;1.77;69;11;68.2;32.8;547;547.4
44766.125;16.1;11.91;2216.21;153.67;80;20689.7;11769.8;1.77;69;11;68.2;32.9;536.6;550.5
44766.16667;16.08;11.89;2250.87;162.56;80.11;20741.8;11776.9;1.77;69;11;68.4;32.9;529.9;551.7
44766.20833;16.03;11.91;2251.81;169.4;80.11;20975.4;11851.5;1.77;69;11;68.8;33.1;540.8;555.4
44766.25;16.01;11.92;2177.65;173.34;79.89;20915.5;11833.9;1.77;69;11;68.7;32.2;559.7;551.5
44766.29167;16.06;11.9;2008.87;162.91;79.75;20635.9;11765.8;1.77;69;11;68;31;598.4;548.7
44766.33333;16.18;11.91;1982.75;130.07;79.15;20177.1;11616;1.77;69.2;11;67.1;29.6;583.3;543.9
44766.375;16.21;11.89;2186.19;132.02;79.24;20119.9;11564.1;1.77;69.2;11;67.3;30.6;519.8;556
44766.41667;16.2;11.9;2493.3;186.7;79.36;20637.9;11663.3;1.77;69.1;11;68.8;34.7;469.3;557.5
44766.45833;16.2;11.93;2533.5;188.51;81.52;20808.8;11705.4;1.77;69.1;11;69.2;34.8;468.3;559.8
44766.5;16.13;11.92;2526.59;186.2;87.17;20961.2;11758.8;1.78;69;11;69.4;34.4;476.4;561.4
44766.54167;16.01;11.9;2139.13;162.91;89.85;20932.5;11723.5;1.78;68.9;11;69.6;32.7;582.9;556.9
44766.58333;15.98;11.92;1972.45;190.83;84.97;20977;11756.9;1.78;69.5;11;69.5;31.3;639.4;557.8
44766.625;15.9;11.9;1913.87;177.94;79.22;21002.2;11826;1.79;69.6;11;69.1;29.9;660.1;559.2
44766.66667;16.05;11.91;2027.96;189.31;79.04;20670.8;11624.5;1.79;68.5;11;69.2;29.3;605.8;559
44766.70833;15.97;11.88;2116.4;189.1;80.33;20970.9;11730.4;1.79;68.5;11;69.7;30.1;590.6;556.7
44766.75;15.9;11.91;2110.42;183.93;85.51;21051.6;11749.7;1.79;68.8;11;69.9;31;597.2;557.5
44766.79167;15.96;11.9;2028.32;109.75;86.52;21029.7;11734.3;1.79;68.6;11;69.9;32.4;625;556
44766.83333;16.04;11.9;2037.3;127.53;81.47;20912;11658.9;1.79;68.2;11;70;32.8;618.4;554
44766.875;16.01;11.87;2096.36;78.23;77.74;20868.5;11663.7;1.79;68.5;11;69.8;32.5;594.7;552.8
44766.91667;15.94;11.9;2171.83;95.56;79.16;21020.6;11722.1;1.79;68.5;11;69.9;33.1;577.1;554.7
44766.95833;15.88;11.93;2179.67;106.13;80.49;21191.2;11809;1.78;68.5;11;70;33.5;580.8;557.3
44767;15.89;11.92;2121.32;129.75;80.89;21355.2;11914.7;1.78;68.5;11;69.9;33.2;604;554.7
44767.04167;15.93;11.9;2111.58;153.05;78.13;21254.5;11880.4;1.78;68.5;11;69.8;33.5;602.2;553.7
44767.08333;15.89;11.89;2122.15;135.28;78.73;21270.1;11927.3;1.77;68.6;11;69.5;32.8;596.3;553.9
44767.125;15.95;11.91;2138.18;123.85;78.9;21197.3;11901.2;1.77;68.5;11;69.3;33.1;587.7;551.3
44767.16667;15.92;11.91;2145.95;137.91;79.05;21182.4;11888;1.76;68.5;11;69.4;33;585;550.6
44767.20833;15.86;11.92;2072.35;149.19;78.87;21248.5;11917.3;1.75;68.4;11;69.4;33;612.5;550.5
44767.25;15.84;11.9;2000.97;129.13;78.09;21101.1;11923.4;1.74;68.5;11;68.8;31.3;625.5;550.8
44767.29167;15.81;11.91;1847.47;93.53;77.74;20898.7;11918.7;1.73;68.4;11;67.9;29.3;669.1;548.5
44767.33333;16;11.92;1790.6;75.4;77.61;20439.8;11806.7;1.72;68.6;11;66.8;27.3;662.5;540.1
44767.375;16.97;11.89;1347.98;144.14;80.12;17254.4;10151.5;1.71;70;7;65.1;27.5;733.6;534.5
44767.41667;17.35;11.91;1337.03;102.05;79.87;18999.1;11466.1;1.68;68.1;6;62.7;29.1;791;534.8
44767.45833;17.42;11.91;1319.22;84.51;79.97;19407.6;11891.1;1.66;68.1;6.1;61.2;27.3;801.1;535.7
44767.5;16.94;11.89;1934.23;59.1;81.64;17740.8;10484;1.68;67.7;8.3;64.9;28;499.5;537.1
44767.54167;16.56;11.9;1948.53;65.77;87.01;16261.5;9334.4;1.74;68.4;9.2;67.4;30.8;464.1;536.6
44767.58333;16.35;11.9;1892.59;74.8;80.55;19391.3;11119.3;1.73;65.5;10.8;67.5;30.5;592.4;532.3
44767.625;16.23;11.91;2048.02;76.24;80.05;20109.9;11578.6;1.71;66;11;67.1;30.3;558.9;534.9
44767.66667;16.62;11.91;1312.09;56.96;79.28;17193.2;10211.1;1.68;66.8;9.4;64.1;25.2;771.8;532.2
44767.70833;17.3;11.91;1214.78;46.15;82.14;18857.2;11860.7;1.61;66.3;7.5;58.6;21.9;869.6;465.6
44767.75;17.15;11.91;1465.69;70.93;82.27;17480.3;10639.2;1.64;62.7;8.6;62;27.6;725.9;444.6
44767.79167;17.34;11.89;1095.57;56.59;78.6;18919;11995.7;1.59;64.4;7.4;57.8;24.8;901.6;441.1
44767.83333;17.36;11.91;1555.5;80;81.36;19614;12101.6;1.6;65.3;7;60.6;25.6;664.1;443.3
44767.875;17.15;11.91;1714.69;88.22;78.55;18054.4;10814.1;1.66;64.7;8;63.4;29.8;568.9;443.5
44767.91667;17.02;11.9;1782.87;82.7;83.32;16945.7;10024.8;1.69;64.8;8.5;64.6;29.4;514.9;442.4
44767.95833;16.71;11.89;2010.86;89.52;79.64;17235.5;9933.3;1.71;65.7;10;67;31.9;474.2;441.4
44768;16.48;11.89;2030.88;93.82;82.32;18754.4;10689.6;1.73;68.6;10.3;68;32.4;527.9;441
44768.04167;16.13;11.91;2003.32;71.59;77.07;20791.5;11840.3;1.74;69.9;11;68.1;31.6;606.6;440.8
44768.08333;16.17;11.9;1981.88;73.81;77.96;20638;11790.2;1.75;70;11;67.8;30.7;606;440.4
44768.125;16.16;11.88;2005.2;71.27;78.01;20752.7;11842.6;1.75;70;11;67.9;30.9;602.9;440.6
44768.16667;16.17;11.89;2176.05;71.28;78.18;20900.1;11809.7;1.75;70.1;11;68.8;33.3;561.1;441
44768.20833;16.13;11.91;2147.54;68.02;77.94;20989.1;11824.8;1.75;69.9;11;69.1;33.3;574.9;440.3
44768.25;16.15;11.88;2184.23;64.56;78.01;20986.1;11859.8;1.75;70.1;11;68.8;33.2;560.8;440.6
44768.29167;16.08;11.88;2239.19;77.3;78;21246.1;11991.9;1.75;70.8;11;68.9;34.2;553.6;440.4
44768.33333;16.09;11.89;2215.41;76.85;78.97;21149.1;11985.4;1.75;70.9;11;68.5;33.9;554.1;440.2
44768.375;16.11;11.89;2182.53;101.44;78.78;21090.6;12024.4;1.75;71.4;11;68;33.1;556.9;450.3
44768.41667;16.18;11.9;2219.48;79.74;78.96;21010.3;12044.8;1.75;72.2;11;67.5;32.9;539;451.9
44768.45833;16.2;11.91;2319.42;96.66;79.06;20985.7;12033.8;1.75;72.3;11;67.5;33.9;510.4;451.2
44768.5;16.08;11.92;2298.19;105.21;79.12;21397.3;12156.5;1.75;72.9;11;68.3;34;536;454.4
44768.54167;16.05;11.88;2255.46;122.41;78.95;21306.7;12093.9;1.75;72.3;11;68.4;33.7;546;483.2
44768.58333;16.05;11.88;2245.89;116.94;78.92;21073;12013.9;1.75;72;11;68;33;537.9;512.4
44768.625;16.01;11.9;2208.8;84.97;78.94;21078.5;12033.4;1.76;71.9;11;67.9;32.2;547.8;509.2
44768.66667;15.98;11.9;2219.29;82.95;79.1;21159.8;12041.3;1.76;72.1;11;68.2;32;549.9;509
44768.70833;15.97;11.9;2293.41;93.84;79.06;21283.9;12105.6;1.76;72;11;68.2;33.3;533;512
44768.75;16.71;11.91;1347.08;92.84;78.44;18136.9;10803.3;1.67;67.6;8.6;63.8;26.6;816.7;518
44768.79167;17.09;11.89;1921.62;121.73;79.48;17480.4;10430.3;1.65;64.8;8.1;63.8;28.7;481.7;518.2
44768.83333;16.8;11.91;2050.41;115.45;79.1;15298;8901.7;1.71;64.9;9.1;66.1;32.2;393.9;519.6
44768.875;16.44;11.92;2217.66;137.92;76.78;18144.2;10373.7;1.73;66.2;10;67.7;33.9;454.1;516.2
44768.91667;16.27;11.89;2236.23;154.92;78.7;19154.1;10863.4;1.73;67.7;10.2;68.5;34;486.3;518.6
44768.95833;16.02;11.9;2235.12;155.84;77.34;20869.1;11835.7;1.74;68;11;68.4;33;539.2;517.6
44769;16.04;11.89;2206.83;135.53;77.98;20867.1;11839.2;1.74;68;11;68.4;32.5;547;518.3
44769.04167;16.05;11.9;2198.96;125.79;77.98;20892.5;11839.6;1.75;68.1;11;68.5;32.6;551.1;517.6
44769.08333;16.06;11.89;2209.85;122.42;77.97;20741.9;11760.4;1.75;67.9;11;68.5;32.9;542.8;517.1
44769.125;16.05;11.9;2109.19;121.92;77.91;20666.6;11761.4;1.75;68;11;68.1;31.4;567.7;515.1
44769.16667;16.22;11.93;1853.05;100.46;77.75;19417.1;11190.2;1.75;67.9;10.6;66.9;29.5;604.1;511.9
44769.20833;16.52;11.9;2089.39;100.55;78.41;17807.8;10317.7;1.74;67.2;10;66.5;29.9;469.4;517.3
44769.25;16.38;11.91;2219.14;146.01;78.17;18341.5;10443;1.73;67;10;68.1;33.5;463;520.1
44769.29167;16.39;11.88;1789.91;101.15;76.78;17925.5;10321.4;1.72;66.6;10;67;29.3;579.7;513.7
44769.33333;16.67;11.89;1673.11;61.13;74.91;16639.2;9898.9;1.69;67.2;10;64.1;23.9;549;500.8
44769.375;16.44;11.88;2309.11;98.38;75.19;18537.8;10684.4;1.72;68.8;10.2;67;32.2;437.7;507.3
44769.41667;16.26;11.91;2138.1;91.96;75.78;20148.5;11676.6;1.73;68.8;11;66.5;30.5;527;501.9
44769.45833;16.26;11.9;2086.22;75.38;76.08;20186.9;11749;1.73;70.1;11;66.1;29.9;539.7;497.9
44769.5;16.11;11.9;2142.45;71.59;76.17;20630;11866.7;1.73;70.8;11;67.2;30.2;546.9;503.2
44769.54167;16.03;11.89;2196.24;87.01;76.14;20935.1;11915.2;1.73;71.1;11;68.1;31.4;549.5;507.6
44769.58333;16.94;11.86;1002.29;83.88;76.47;17640.2;10942.5;1.61;65.1;8.4;59.3;31;1219.3;501.3
44769.625;17.17;11.91;2020.35;85.94;75.33;18057.5;10996.3;1.64;62.7;8.8;62.1;30.7;1141.8;560.9
44769.66667;16.41;11.91;2531.01;110.14;77.48;19445.8;11044.7;1.74;68.2;10.9;68.3;33.5;425.1;574
44769.70833;16.08;11.9;2146.84;73.96;77.23;20446.2;11611;1.74;71.3;11;68.3;32.4;571.5;574.4
44769.75;16.36;11.9;1564.32;50.35;77.22;18291.6;10862.9;1.71;71.6;10.7;64.2;22.2;656.4;556.1
44769.79167;16.52;11.91;2337.01;78.51;75.56;17350.5;10032.9;1.71;67.8;10;66.7;31.4;395.8;577.7
44769.83333;16.37;11.91;2337.66;75.09;75.17;18068.4;10305.8;1.72;68.1;10;67.9;33.7;425.3;576.1
44769.875;16.35;11.9;2289.58;67.3;75.01;18092.4;10295.2;1.73;68;10;68.2;33.8;438.7;576.8
44769.91667;16.41;11.92;2144.97;61.12;74.84;17888.9;10249.9;1.74;68.1;10;67.5;32.2;463.4;576
44769.95833;16.5;11.9;2086.99;54.4;74.85;17437.7;10117.8;1.74;68;10;66.4;30.9;454.7;574.7
44770;16.46;11.9;2073.27;59.76;74.92;17262.6;10083;1.73;68;10;65.8;29.7;447.8;611.7
44770.04167;16.43;11.91;2170.32;66.28;74.99;17370.2;10147.8;1.73;68.1;10;65.7;30.6;426.4;622.2
44770.08333;14.52;10.52;2042.45;59.69;75.84;16290.7;9720.6;1.73;63.9;9.7;61.5;31.5;411.3;562
44770.16667;12.32;8.26;1075.95;32.86;71.92;15208.4;10919.3;1.36;40.1;7.3;33.8;32.3;298.9;646.1
44770.20833;16.93;11.71;2397.99;70.08;74.95;15953.9;9547.4;1.65;62.2;10;63.6;31.9;323.1;611.6
44770.25;16.76;11.77;2413;81.07;75.09;16998.7;9799.3;1.71;64.6;10;67;35.3;371.9;613.6
44770.29167;16.84;11.92;2396.27;96.2;75.14;17214.7;9841;1.72;65.4;10;67.7;35.5;386.7;614.5
44770.33333;16.59;11.9;2373.67;87.87;75.61;18488.3;10471.1;1.73;71;10.1;68.6;34.1;434.3;612.9
44770.375;16.25;11.91;2259.77;77.09;75.79;20833.9;11760.5;1.74;71.8;11;68.9;31.1;535.4;605.3
44770.41667;16.36;11.92;2164.15;86.53;76.07;20701.7;11638.7;1.75;72.1;11;69.2;30.8;562.3;606.8
44770.45833;16.31;11.92;2166.24;90.5;76.05;20856;11731.8;1.76;72;11;69.2;29.8;566.1;614.8
44770.5;16.22;11.89;2145.68;98.75;76.04;21091;11809;1.77;71.9;11;69.6;30.2;584.4;615.2
44770.54167;16.25;11.92;2082.33;90.7;75.91;20926.1;11790.2;1.77;72.1;11;69;29.2;594;614.2
44770.58333;16.83;11.9;1244.73;101.52;75.29;18694.5;11319.2;1.63;68.7;9.4;60.7;30.4;407.8;612.1
44770.625;17.72;11.9;1609.98;97.23;75.8;18397.6;12419;1.48;59.4;7.5;49.4;30.5;577.1;607.6
44770.66667;16.9;11.91;2244.65;74.63;76.6;17664.1;10172.2;1.71;64.5;10.1;67.1;30.4;427.7;616.5
44770.70833;16.65;11.92;2293.67;98.89;76.12;20022.6;11283.6;1.77;70.2;11;69;32.5;502.6;615.5
44770.75;16.56;11.91;2273.96;96.53;76.05;20466.4;11488.4;1.77;71;11;69.4;33.1;524.4;615.5
44770.79167;16.48;11.91;2275.13;94.01;75.95;20800.1;11695.6;1.77;71.9;11;69.2;32.9;533;615.2
44770.83333;16.51;11.91;2109.3;83.85;75.84;20597.6;11669.1;1.77;72;11;68.5;31.5;570;613.2
44770.875;16.61;11.92;2078;77.04;75.91;20282.6;11608.5;1.76;72;11;67.6;30;560.5;607.3
44770.91667;16.6;11.9;2186.4;82.01;76.15;20461.4;11626.1;1.76;72;11;68.3;31.1;539.1;610.9
44770.95833;16.61;11.91;2239.77;85.31;76;20548.3;11643.6;1.75;72;11;68.5;31.8;528.9;612
44771;16.67;11.91;2263.78;118.25;75.76;20419.6;11670.1;1.75;72;11;67.8;32.3;511.3;604.3
44771.04167;16.69;11.9;2180.28;106.29;76.02;20294.7;11665;1.74;72;11;67.2;30.9;526;601.6
44771.08333;16.73;11.91;2115.68;106.99;75.62;20007.9;11592.1;1.74;71.9;11;66.5;30.2;529.2;597.8
44771.125;16.58;11.91;2113.1;96.11;73.17;19455.1;11311.3;1.73;68.3;11;66.2;28.9;509.6;553.2
44771.16667;16.62;11.91;2188.87;94.89;72.99;19372.3;11247.6;1.72;68;11;66.3;29.9;487;552.1
44771.20833;16.69;11.91;2237.94;87.59;72.29;19211.6;11212.6;1.71;68;11;65.8;30.2;465.3;545.8
44771.25;16.84;11.9;2167.11;78.18;71.98;18411.9;10871;1.7;65.3;11;64.8;29.2;450.3;541.8
44771.29167;16.9;11.89;2156.39;73.13;72.01;17919;10644.9;1.69;64;11;64.2;28.2;433.5;544.2
44771.33333;16.99;11.91;2154.29;56.43;72.52;15979.6;9497.3;1.68;64.7;10.1;64.1;28.9;375.9;555
44771.375;16.96;11.91;2173.82;30.58;71.45;17329.2;10323.1;1.67;61.7;10.9;63.9;28.6;410.7;546.7
44771.41667;17.05;11.92;2116.53;60.17;72.35;15556.9;9242.1;1.68;63.3;10;64.2;29.1;371.8;555.1
44771.45833;17.05;11.9;2076.17;33.59;72.08;15606.1;9302.7;1.68;64;10;63.9;28.8;380.3;556.8
44771.5;17.04;11.91;2125.89;44.78;72.07;15685.1;9306.5;1.68;64;10;64.3;29.5;374.6;559.8
44771.54167;17.04;11.92;2116.36;50.98;71.89;15652;9302.4;1.69;64;10;64.1;29.7;374.5;558.7
44771.58333;17.06;11.9;2120.41;50.41;72.03;15474.7;9233.5;1.69;64;10;63.8;29.5;365.5;556.4
44771.625;17.03;11.89;2110.54;54.94;72.02;15576.2;9287.5;1.69;63.9;10;63.8;29.3;371.3;555.6
44771.66667;17.01;11.91;2011.89;58.26;72.09;15664.8;9294.7;1.7;63.9;10;64.3;27.8;400.8;562.3
44771.70833;16.95;11.91;1989.95;58.81;72.26;16045.7;9375.7;1.7;63.9;10;65.7;27.4;430.3;567.9
44771.75;16.85;11.91;2203.36;74.56;72.01;17068.6;9859.1;1.71;64;10.3;66.8;29.8;417.8;566.6
44771.79167;16.56;11.91;2395.5;67.36;75.37;19758.1;11266.9;1.73;67;11;68;31.3;460.6;566.5
44771.83333;16.52;11.91;2430.12;63.15;75.04;19900.4;11327.1;1.74;67;11;68.1;32.7;458;565.1
44771.875;16.57;11.92;2447.34;62.56;75.1;19819.9;11366.2;1.75;67;11;67.4;32.7;446.4;561
44771.91667;16.64;11.91;2437.16;62.22;75.47;19773.4;11369.2;1.75;67;11;67.2;32.9;445.4;557
44771.95833;16.41;11.89;2447.68;67.33;74.06;20168.1;11602;1.74;66.1;11;67.2;32.2;453.5;554
44772;16.38;11.91;2436.01;75.72;74.09;20238.3;11592.9;1.74;66;11;67.6;32.4;461.3;556.3
44772.04167;16.39;11.89;2415.19;73.61;74.06;20268.5;11588.9;1.74;66;11;67.7;32.5;468.4;558.1
44772.08333;16.36;11.91;2356.74;74.9;73.98;20302.3;11590.2;1.74;66;11;67.9;32.2;484.7;559.9
44772.125;16.34;11.92;2255.92;72.89;73.94;20273;11596.1;1.74;65.8;11;67.7;31.1;508.6;558.6
44772.16667;16.33;11.91;2188.17;77.74;73.84;20219;11583.1;1.74;66;11;67.5;30.6;524.3;559.9
44772.20833;16.35;11.92;2221.84;60.58;73.98;20065.8;11587;1.73;66.1;11;66.8;30.1;503.5;554
44772.25;16.33;11.91;2289.47;66.51;74.12;20178.5;11601.7;1.72;66;11;67.2;30.7;492.5;557.4
44772.29167;16.39;11.9;1955.32;82.56;73.64;19352.9;11199.7;1.7;65.9;10.7;66.5;30.7;1015.6;558.7
44772.33333;16.78;11.91;2065.67;82.44;74.16;17165.1;10068.4;1.68;63.6;10.3;65.3;28.4;443.4;557.1
44772.375;16.28;11.9;2274.74;93.41;74.49;20135.6;11503.2;1.72;66;11;67.8;29.9;500.2;565.8
44772.41667;16.16;11.9;2310.57;90.45;74.07;20654.3;11658.2;1.76;67.2;11;68.9;32;515.8;566.5
44772.45833;16.06;11.91;2370.55;52.91;74.12;21086;11840;1.78;68.8;11;69.3;33.1;516.9;565.3
44772.5;16.27;12;2405;52.91;74.01;21013.7;11739.7;1.78;67.6;11;69.8;33.8;509.9;558.4
44772.54167;16.08;11.99;2340.28;57.8;75.31;22069.7;12323.3;1.78;67.3;11.5;69.8;33;558.9;557.8
44772.58333;16.07;12.01;2289.59;104.86;78.13;22836.5;12743;1.78;65.5;12;69.9;33.3;597.3;557.4
44772.625;15.95;11.97;2216.9;115.71;78.15;22876.7;12761.4;1.78;64.9;12;69.9;32.8;621.6;557.8
44772.66667;15.93;11.91;2216.41;111.17;77.95;22593.5;12637.7;1.79;64;12;69.7;33.2;610.4;555.8
44772.70833;15.87;11.9;2195.07;137.65;77.98;22640.9;12677.9;1.79;64;12;69.6;33.1;618;557.4
44772.75;15.79;11.89;2214.56;115.96;81.18;21896.5;12224.4;1.79;65.5;11.4;69.8;32.6;590.7;568
44772.79167;15.71;11.9;1918.03;92.79;93.06;20942.8;11685.6;1.79;66.4;10.9;69.9;30.2;674.6;590.9
44772.83333;16.15;11.91;1522.95;75.02;85.15;19686;11144.8;1.79;68;10.7;68.6;26.8;791.8;607.2
44772.875;16.22;11.91;1866.63;111.63;75.91;20372.8;11434.3;1.79;68.8;11;69.4;29.6;657.8;606.7
44772.91667;16.29;11.89;1933.24;105.72;73.54;20422.2;11445.3;1.79;69.1;11;69.5;30;634.6;606
44772.95833;16.34;11.9;2099.73;107.62;73.99;20403.2;11431;1.79;69.3;11;69.5;31;576.3;606.1
44773;16.3;11.91;2087.49;94.35;80.83;20520.4;11476.8;1.8;69.3;11;69.7;30.6;585.4;607.5
44773.04167;16.11;11.9;2009.57;84.35;84.62;20976.5;11678.4;1.8;71;11;70.1;30.6;631.8;606.7
44773.08333;16.04;11.9;1956.98;80.46;86.14;21042.9;11698.4;1.8;71.2;11;70.2;30.1;655.2;607
44773.125;16.11;11.89;1911.88;94.95;83.36;20884.8;11630.1;1.79;70.9;11;70.1;30.3;665.6;606.9
44773.16667;16.13;11.91;1922.91;91.26;78.6;20851.8;11610.8;1.79;70.8;11;70.1;30.5;660.1;606.6
44773.20833;16.16;11.91;1947.55;97.02;74.41;20774.2;11584.9;1.79;70.9;11;70;31;646.5;607.1
44773.25;16.22;11.92;2052.27;98.97;72.97;20526.4;11546.2;1.78;71.2;11;69.2;31;592.4;604.3
44773.29167;16.2;11.91;2082.07;102.95;73.99;20518.2;11571;1.78;71;11;68.9;32;579.7;603
44773.33333;16.16;11.93;2052.35;106.26;74.2;20539.8;11548.2;1.78;70.5;11;69.2;31.5;592.9;605.5
44773.375;16.23;11.9;2072.66;100.12;73.8;20491.1;11537.5;1.77;70.1;11;69.1;33.9;583.5;601
44773.41667;16.3;11.91;2144.49;95.5;73.93;20292.1;11476.4;1.77;70;11;68.7;33.4;550.3;595.1
44773.45833;16.35;11.91;2036.07;66.91;73.87;20123.4;11438.7;1.77;70.1;11;68.2;32.1;574.5;580.1
44773.5;16.4;11.91;1994.76;66.91;73.94;20041.6;11454.5;1.76;70;11;67.7;31.3;581.1;576.6
44773.54167;16.44;11.89;1891.01;82.62;73.84;19765.4;11350.6;1.76;70.1;11;67.3;29.5;603.8;576
44773.58333;16.51;11.88;2210.67;97.8;74.21;19971.5;11428.5;1.76;70.5;11;67.7;31.9;513.8;575.9
